data,id_tipo_trans,importo,id_conto
2020-11-16,0,87.388504,212
2021-12-16,1,75.609909,185
2021-10-10,2,11.174054,3
2019-07-10,1,10.547285,124
2020-06-04,2,43.774399,31
2019-09-11,0,16.173519,142
2020-12-20,2,23.491817,1
2020-11-17,1,29.75856,223
2020-02-19,0,4.0768542,32
2021-12-07,1,50.161201,124
2021-01-29,0,132.94453,113
2021-02-03,1,207.36798,225
2022-01-31,2,91.594421,139
2022-02-18,0,35.926807,202
2020-03-14,1,10.261851,49
2019-09-27,0,95.787689,140
2019-10-01,1,60.676399,66
2020-11-15,1,37.637177,5
2021-07-25,0,106.45574,143
2020-12-31,2,45.514053,23
2021-07-28,0,41.073872,125
2021-07-04,2,283.89417,50
2021-06-13,1,246.34924,156
2021-03-11,0,70.509758,14
2020-08-28,0,22.903864,234
2021-08-14,2,11.968096,181
2019-11-09,2,122.63957,63
2021-01-31,0,632.19135,148
2019-11-28,0,35.031364,104
2021-11-06,1,392.74115,133
2021-02-06,0,31.484072,51
2021-05-17,0,95.760529,20
2019-06-26,0,26.540274,228
2020-07-02,1,76.15361,222
2020-05-07,2,57.733635,60
2019-07-18,0,84.496574,51
2020-01-09,0,86.29538,65
2020-03-18,1,16.306885,165
2020-03-11,0,44.082935,214
2020-03-21,2,357.05045,184
2021-01-04,1,200.51926,150
2021-06-07,1,20.19099,37
2021-02-13,0,31.990635,207
2021-04-05,0,17.18878,20
2020-12-01,2,23.838551,183
2019-08-21,1,32.42395,48
2022-02-02,1,168.11028,175
2020-11-08,1,171.35388,236
2020-11-30,1,38.342644,41
2021-12-21,1,117.74905,74
2022-01-15,2,40.886032,228
2021-01-26,2,23.241608,227
2021-09-03,2,16.880686,170
2021-07-25,1,43.62846,14
2021-12-21,2,13.127937,30
2020-02-27,1,12.88275,175
2022-03-05,2,107.85532,219
2022-03-09,0,58.062183,192
2021-03-29,0,61.847885,98
2020-04-11,1,8.4078255,5
2021-03-27,2,25.530722,58
2022-01-19,0,89.601036,179
2021-10-26,1,550.58435,206
2020-05-24,0,45.908451,224
2021-12-10,0,86.601028,0
2019-07-17,1,16.212029,67
2020-07-15,0,25.526716,76
2021-04-30,0,27.093227,89
2021-01-09,1,124.29469,159
2020-11-03,1,46.007259,3
2019-08-28,1,44.693325,235
2021-03-01,0,182.08354,71
2019-06-15,2,45.435436,92
2020-03-28,1,108.0308,239
2020-06-18,2,44.492279,180
2019-10-11,2,313.0307,141
2019-08-02,0,183.75951,175
2019-11-19,1,59.821972,13
2021-06-22,0,26.051722,186
2021-04-14,1,263.13025,190
2021-04-27,1,88.006569,231
2020-06-16,2,101.60987,142
2020-03-25,0,26.876766,218
2021-01-07,2,123.48429,168
2021-05-18,0,33.9403,188
2020-01-14,2,200.96675,150
2021-05-10,1,7.4737272,238
2020-12-22,1,48.087078,192
2020-06-11,1,26.046614,110
2022-01-17,0,46.656395,155
2021-11-27,1,109.00435,131
2020-07-22,0,185.03877,219
2021-10-01,2,31.920069,63
2021-03-28,2,40.519039,28
2020-05-27,2,41.796043,16
2022-01-12,1,116.93147,156
2020-06-01,0,9.2913542,53
2022-03-08,1,129.37216,115
2020-04-23,1,706.29639,149
2021-01-08,1,197.3403,90
2021-02-11,0,44.282429,105
2021-05-27,0,304.28586,185
2021-06-01,1,17.934694,196
2020-02-19,1,14.924977,171
2020-01-13,0,166.49446,191
2020-04-04,1,14.777817,76
2020-03-11,0,25.946901,180
2020-12-06,2,87.434349,62
2021-12-12,2,100.95534,215
2020-05-28,1,266.5961,85
2022-01-20,0,4.1741605,162
2021-12-13,0,111.05408,134
2021-10-28,1,36.922829,84
2019-08-09,1,24.585796,182
2020-01-21,0,216.81766,56
2021-05-05,2,58.939327,37
2019-10-11,1,18.593384,15
2022-05-29,0,170.08466,126
2020-03-25,2,55.656811,14
2020-04-18,1,138.49629,189
2022-03-09,2,18.234156,98
2021-07-24,2,71.109634,25
2021-09-12,1,40.268093,140
2019-09-22,0,52.47382,196
2021-01-15,0,15.390862,105
2019-07-17,0,85.295273,186
2021-09-14,2,31.844843,141
2020-04-09,2,36.470253,186
2020-03-28,2,280.96317,171
2020-08-18,1,711.41339,160
2021-10-26,1,102.59517,82
2021-07-24,1,2.1065855,78
2021-06-04,2,86.827408,38
2020-09-18,1,56.741375,125
2020-02-05,1,65.443756,62
2019-12-04,2,85.979729,228
2020-03-18,2,65.684502,168
2020-07-30,2,104.21655,218
2020-06-28,0,100.88879,222
2021-03-12,1,212.38374,39
2022-01-05,1,16.80253,187
2022-02-11,2,7.1086211,0
2020-08-26,2,10.746631,161
2019-07-17,0,76.242165,180
2021-12-01,1,62.439339,216
2021-02-10,2,30.996258,208
2020-05-24,0,10.018429,8
2021-11-18,1,46.407463,96
2020-12-23,2,30.966236,193
2020-03-06,1,46.987442,16
2019-09-26,0,468.76157,151
2020-12-04,1,33.681984,93
2021-11-01,0,15.578066,7
2019-09-04,2,91.219276,93
2022-05-05,0,37.39682,165
2019-08-15,2,5.0267811,129
2021-07-25,0,44.151711,176
2021-07-04,1,77.625633,56
2021-11-11,2,56.405407,169
2021-11-22,0,49.464474,110
2020-05-11,1,50.022709,103
2020-12-06,1,133.87488,16
2020-07-21,0,45.462311,42
2021-02-18,1,62.978191,185
2021-12-26,2,87.138298,125
2022-04-05,1,11.643925,164
2020-01-19,1,124.83823,26
2020-03-13,0,57.124901,32
2020-06-05,2,61.751614,20
2019-07-08,0,48.814644,170
2019-08-07,2,88.545525,189
2021-05-11,2,73.299156,137
2020-08-30,1,228.04076,18
2020-06-14,1,93.138664,164
2019-08-11,1,67.69529,81
2021-05-11,1,73.490776,118
2019-07-14,0,113.70587,121
2020-01-23,0,54.794979,19
2021-12-24,2,26.187412,200
2019-06-27,1,23.864742,190
2021-05-18,2,124.97163,25
2020-07-26,0,71.477188,153
2021-08-15,1,64.515427,139
2020-10-01,1,17.055464,35
2020-10-19,1,42.711212,177
2021-09-02,0,153.24634,100
2019-07-16,2,113.76996,213
2020-10-14,1,35.585983,125
2021-08-09,1,60.448711,143
2022-03-06,2,86.669899,179
2020-08-14,2,35.352715,218
2020-06-08,2,106.30159,28
2019-10-31,1,245.24425,226
2021-05-23,1,84.728477,146
2019-09-20,1,63.269638,94
2020-09-14,2,4.4601908,92
2020-08-01,1,28.228823,233
2020-08-13,0,29.816624,152
2022-02-09,1,22.959036,69
2021-09-11,2,20.942493,87
2020-03-20,0,230.80249,90
2020-10-21,2,32.833221,20
2019-11-06,1,161.91814,199
2022-05-16,0,56.476994,66
2019-08-25,1,34.943783,16
2020-09-03,2,15.580711,91
2021-04-01,1,77.712639,53
2020-09-01,1,138.93526,157
2019-09-09,2,38.74736,199
2022-01-23,2,152.67319,227
2020-10-26,1,195.57016,165
2019-10-02,2,22.742762,38
2019-09-16,1,36.328346,138
2020-05-10,1,52.28492,34
2019-07-17,0,18.08161,84
2020-04-27,1,38.877041,14
2020-07-16,1,68.357918,30
2020-08-02,2,86.343361,54
2019-07-05,0,19.145622,89
2020-12-17,0,35.88826,166
2021-01-28,0,57.819302,224
2021-07-04,1,31.389357,187
2021-05-02,0,199.14658,97
2020-06-09,0,102.65256,184
2021-06-01,2,24.902018,19
2021-12-25,2,385.22089,83
2021-06-19,1,37.406418,157
2021-12-17,1,21.01726,229
2021-12-23,1,86.784576,126
2020-06-20,2,544.82715,129
2020-11-19,0,18.572853,53
2021-09-01,0,22.942785,200
2019-06-21,0,33.437195,132
2019-09-27,2,41.732296,165
2021-11-04,2,17.1157,179
2020-12-03,2,192.63304,102
2020-08-27,2,71.2528,89
2022-05-11,0,7.6052332,217
2022-01-10,0,147.297,37
2020-03-16,2,148.91467,60
2021-02-09,2,387.90439,230
2019-08-04,0,11.195745,116
2021-06-01,1,35.330658,23
2021-07-07,1,50.139229,121
2021-08-02,2,65.141151,113
2020-09-08,2,20.19302,183
2020-03-22,1,15.481436,77
2020-07-09,2,539.11542,114
2020-10-18,1,19.408453,160
2020-02-21,0,223.71001,20
2019-06-20,0,24.682251,124
2021-06-24,2,12.596312,28
2021-12-18,1,32.780769,113
2022-02-13,2,11.96912,165
2020-09-27,2,19.293331,198
2021-09-08,0,6.2422576,64
2021-03-09,1,120.31542,229
2019-10-24,1,62.945091,81
2021-04-06,2,8.300086,80
2020-02-28,0,221.49535,213
2021-05-01,1,128.73967,73
2021-01-16,1,344.05032,116
2020-11-06,2,27.807875,107
2021-05-22,0,25.777119,66
2022-02-14,1,10.051322,129
2019-09-15,0,97.168976,129
2020-08-16,2,3.66766,103
2020-04-22,2,204.84781,214
2021-09-27,1,13.066942,148
2019-07-16,0,59.197613,126
2021-11-20,1,77.706253,74
2021-10-22,1,97.157036,236
2020-06-06,0,60.56551,137
2020-10-30,2,46.948345,132
2020-10-22,0,65.908401,45
2021-06-11,0,234.69843,55
2021-01-04,1,55.491844,87
2020-08-07,2,11.150659,63
2021-06-29,2,211.74727,112
2022-05-28,1,48.110588,72
2021-01-16,1,50.155941,119
2021-01-28,2,90.929176,144
2020-01-03,1,6.7166495,34
2021-04-02,0,242.99164,45
2021-11-17,0,1333.5762,158
2021-03-10,1,41.830429,136
2021-05-28,0,39.620701,163
2020-12-04,1,39.07185,186
2021-07-28,2,12.473009,188
2021-08-19,1,7.6778393,220
2020-07-27,2,43.55019,182
2020-08-27,1,74.293274,23
2020-01-05,1,129.78932,133
2021-02-02,0,62.648636,99
2022-03-25,0,18.610126,120
2020-11-14,0,30.058599,92
2019-09-15,0,20.456175,204
2019-10-06,1,20.251476,36
2021-05-07,0,59.365273,90
2020-04-29,1,63.784412,148
2019-08-27,1,349.37613,227
2020-02-06,2,390.71597,215
2022-04-06,1,31.180632,66
2021-12-13,0,19.417633,202
2022-01-02,2,34.059307,132
2021-03-09,2,12.819637,125
2022-03-10,2,14.760767,227
2020-03-27,1,64.474442,35
2019-10-29,0,45.101185,51
2019-09-09,2,189.65778,18
2021-08-21,1,85.375725,18
2020-10-31,1,14.225526,26
2022-02-11,2,47.765808,58
2019-08-20,0,30.23049,234
2021-03-03,1,59.112217,33
2022-05-01,2,34.847015,167
2020-09-17,1,487.45053,83
2019-11-28,0,102.73666,83
2020-04-07,0,47.275002,4
2021-12-01,0,45.919147,142
2019-09-15,0,163.6541,203
2020-05-19,1,37.36784,101
2021-09-11,0,3.7359924,85
2022-04-17,2,117.48065,5
2020-09-11,0,15.654601,233
2019-10-14,0,24.574892,142
2021-10-02,2,126.32981,198
2019-11-20,0,25.149422,78
2022-04-04,0,30.383442,134
2021-11-22,2,168.69937,74
2021-12-02,0,48.665749,145
2022-04-07,1,32.038914,109
2020-07-25,1,66.717697,215
2020-03-24,0,82.50341,194
2020-06-07,1,62.678562,214
2021-11-15,2,29.298351,60
2020-02-17,1,150.79105,146
2021-03-22,0,66.586754,208
2021-04-02,0,9.913969,119
2020-09-20,0,41.878002,48
2019-11-30,0,75.118362,66
2021-05-26,2,86.580299,72
2021-04-13,0,44.347542,213
2020-05-22,2,52.050678,99
2019-06-23,2,17.426641,139
2020-10-31,0,38.2911,41
2020-08-30,1,124.62132,79
2020-11-24,1,45.843945,179
2020-02-04,1,35.791271,148
2021-07-15,0,14.558116,116
2019-08-30,1,45.059582,86
2019-12-10,2,48.168804,229
2022-05-13,1,40.032471,89
2021-03-07,2,14.958578,71
2021-05-19,1,26.086592,216
2020-10-31,2,110.86948,108
2021-01-22,1,11.875115,43
2022-02-26,1,246.48506,15
2020-05-01,2,10.715642,239
2022-05-02,1,405.63895,75
2022-01-26,1,23.43704,23
2021-08-25,1,181.36702,170
2019-06-29,0,50.465824,89
2021-05-08,0,91.10273,96
2022-03-10,1,83.767899,117
2020-12-12,1,18.222021,215
2019-08-19,0,28.867199,231
2022-04-30,2,43.638149,238
2020-12-27,1,119.8615,146
2019-06-15,1,31.782621,237
2021-08-02,2,3.9464378,173
2022-03-18,2,31.792753,163
2020-03-20,2,62.760254,161
2021-06-16,1,103.77291,49
2022-01-14,2,103.96128,44
2021-10-15,2,6.7243958,203
2022-01-06,0,8.3443146,189
2020-02-06,2,23.234261,43
2020-12-03,1,64.160446,34
2020-04-10,1,52.815319,27
2019-09-08,0,29.220615,142
2021-08-29,1,43.540833,131
2019-09-10,1,14.606455,72
2021-09-19,0,26.781425,193
2022-06-01,2,55.168636,8
2021-04-02,2,5.9177661,79
2021-11-07,1,144.53215,77
2020-10-05,0,59.794807,54
2022-02-17,2,13.005567,45
2019-12-27,1,43.107838,194
2022-03-09,2,61.361229,52
2021-01-18,1,91.432503,200
2020-07-15,2,165.4395,125
2019-06-24,2,85.222321,232
2022-03-02,1,129.95813,186
2022-05-23,2,51.946205,211
2021-04-29,1,73.077461,140
2020-12-09,0,42.102119,120
2019-06-17,2,29.645399,146
2019-10-17,0,32.096359,48
2019-06-30,1,18.610779,91
2022-05-22,2,17.915205,219
2021-08-19,2,18.549982,21
2022-02-15,2,46.629036,144
2022-06-04,0,69.805222,166
2022-02-01,2,20.172117,196
2019-08-28,2,12.253185,95
2020-06-12,1,121.98728,23
2022-05-26,2,66.481758,173
2020-11-16,2,104.26217,227
2022-04-18,0,87.558105,143
2021-10-09,0,11.113819,17
2021-05-25,2,22.037138,108
2022-02-14,0,30.677378,203
2021-08-09,2,84.38913,124
2021-08-07,2,6.2024174,33
2020-09-27,2,138.95868,149
2022-03-31,2,78.799492,24
2021-09-09,2,14.879148,78
2021-09-15,0,141.05333,209
2021-04-02,1,94.738853,228
2019-09-08,2,7.2064714,157
2019-08-26,2,54.293755,159
2020-04-22,2,169.33249,237
2021-04-14,2,75.266365,106
2020-02-21,0,227.43674,197
2020-01-13,2,129.15178,229
2019-09-07,1,73.517166,130
2021-03-03,1,301.23627,52
2021-10-07,2,28.720194,29
2021-10-29,2,78.802299,118
2019-12-01,2,139.08998,31
2022-03-20,1,48.844383,226
2020-01-26,0,24.14106,67
2021-08-11,0,10.093833,118
2022-01-01,0,103.38697,140
2021-12-09,1,113.1375,227
2021-03-10,1,62.208427,148
2020-01-26,0,39.166771,38
2022-01-29,2,52.719856,49
2019-10-14,2,7.9756885,118
2021-05-26,0,57.754189,44
2020-04-12,0,284.44247,28
2021-02-21,1,66.331322,136
2021-07-18,1,33.427753,210
2020-08-07,1,95.527069,138
2020-09-13,0,7.888567,81
2021-07-17,0,117.28097,161
2021-03-27,2,43.725128,233
2020-03-28,1,12.734262,88
2020-01-16,2,96.670586,57
2019-09-28,2,101.28318,54
2020-08-18,2,89.581078,140
2021-12-02,1,69.876411,205
2020-02-10,0,26.550104,2
2020-11-29,1,12.615779,91
2021-02-03,1,27.80221,28
2020-08-10,1,17.861103,20
2021-11-06,2,140.61426,192
2022-01-05,2,12.875714,40
2021-07-03,2,16.911177,232
2019-10-11,0,54.64592,234
2020-04-08,0,20.940052,21
2020-01-05,0,38.864269,117
2022-03-27,0,8.5632696,23
2022-04-17,1,70.44046,81
2021-07-25,2,81.803398,157
2021-08-13,2,61.822151,226
2020-01-19,1,44.814476,122
2021-09-16,1,36.968914,234
2020-05-05,2,290.88538,170
2020-05-02,2,39.109196,155
2019-07-30,0,29.678953,166
2021-06-05,0,28.187117,119
2019-09-15,1,35.788967,9
2021-03-22,2,34.332241,58
2019-06-11,2,100.27848,34
2021-12-27,0,44.078548,55
2022-03-20,0,21.099083,165
2019-12-03,2,13.797493,175
2021-03-01,1,23.48823,217
2021-02-01,0,50.847263,149
2020-04-18,2,57.158894,238
2021-06-15,1,9.009099,173
2021-02-25,2,242.23126,31
2020-09-02,2,61.744091,11
2021-06-10,2,304.9476,141
2019-06-26,1,32.251476,180
2020-04-26,1,15.793599,15
2019-11-16,2,12.381937,20
2021-02-03,2,19.348036,137
2019-09-08,1,216.64711,104
2022-01-29,2,21.515795,144
2021-10-16,2,80.451866,38
2020-05-26,1,72.153488,168
2021-10-09,0,1004.3353,46
2019-12-18,1,95.353798,83
2020-09-21,0,323.9848,120
2022-01-21,0,113.86479,144
2022-04-06,1,1015.5517,69
2019-11-21,0,24.206694,18
2019-11-20,2,119.78525,90
2020-05-27,1,71.289413,231
2021-03-22,0,20.326281,96
2022-03-23,0,114.32202,43
2020-12-02,1,204.94368,235
2021-10-22,1,9.97297,168
2021-02-19,2,55.296371,57
2021-07-28,0,9.4958935,74
2022-01-16,1,276.62125,223
2019-12-31,0,47.938511,70
2021-09-27,0,343.65384,38
2022-02-20,0,55.267414,153
2020-05-28,1,36.258308,123
2020-09-04,2,126.77812,73
2019-10-02,0,190.44536,60
2021-06-26,1,38.941498,100
2021-10-20,0,93.047935,71
2019-10-08,2,53.034531,147
2020-10-05,0,10.520853,5
2020-08-04,2,90.922714,6
2021-04-05,1,133.53212,155
2020-01-25,1,14.946976,153
2019-07-06,1,38.042423,83
2019-07-13,0,39.492672,167
2020-12-04,2,14.551831,149
2021-09-12,0,42.152477,230
2021-10-19,2,123.67316,76
2020-01-15,1,47.394695,152
2019-08-13,0,104.62019,223
2019-11-18,1,9.4425983,91
2019-11-15,1,3.7489667,122
2020-04-15,2,19.627237,62
2020-04-26,2,61.63829,49
2020-06-16,2,190.94537,51
2020-02-08,0,14.285511,77
2021-09-16,1,7.8418379,13
2021-02-05,0,107.33243,64
2022-05-05,2,168.44624,76
2020-06-07,2,154.5703,147
2019-11-15,2,30.557854,183
2021-06-23,1,13.292331,75
2020-01-19,1,129.71846,60
2020-04-23,2,39.403015,201
2020-06-24,1,188.95645,91
2020-10-17,1,135.99448,232
2020-03-18,0,54.149601,167
2020-06-02,0,7.0373721,55
2020-06-07,2,37.357533,99
2020-12-14,2,31.868187,167
2020-09-06,1,80.885338,58
2020-01-13,0,28.278765,175
2020-10-23,0,62.025372,172
2020-10-18,2,83.975304,123
2020-07-17,0,30.020729,15
2021-09-15,1,78.068398,87
2020-08-13,0,19.801199,95
2020-12-22,0,43.466915,171
2021-09-10,2,62.417168,210
2020-06-08,0,82.888206,54
2020-09-19,2,66.006302,12
2022-06-05,2,31.386229,3
2022-02-27,0,82.013626,104
2021-06-22,2,39.670418,81
2020-04-02,1,41.833492,11
2019-09-13,2,33.10067,102
2020-06-11,2,22.643164,98
2021-08-18,0,28.823782,60
2019-07-21,0,47.548691,32
2022-01-16,2,133.21138,129
2019-10-18,2,32.755116,63
2020-04-25,2,119.07166,43
2022-04-17,1,24.958611,23
2020-11-17,0,67.096207,1
2022-03-19,1,10.184394,62
2021-03-17,0,31.644981,55
2022-03-05,0,27.683416,50
2021-02-22,1,35.080479,162
2020-03-09,1,15.850913,35
2021-11-10,0,33.789772,64
2020-06-09,0,60.394123,27
2021-04-15,1,365.97888,220
2022-05-14,1,144.26035,142
2021-05-22,0,44.433098,94
2021-05-23,1,89.348244,137
2021-04-07,2,19.984182,139
2020-03-14,0,79.947495,217
2020-09-16,1,15.838267,87
2020-01-20,2,77.549255,116
2021-12-06,0,27.141462,91
2020-04-24,0,9.4695635,30
2020-11-30,1,87.589119,127
2021-07-18,2,23.355265,95
2021-03-24,1,135.57755,77
2020-09-25,1,32.322453,200
2021-01-09,2,31.173456,146
2020-06-20,1,89.878227,144
2021-02-13,0,24.660484,68
2020-11-22,2,417.10242,142
2020-05-23,1,74.074081,139
2020-02-22,1,295.52432,215
2021-11-10,1,23.242393,1
2019-12-29,0,188.10342,236
2020-11-18,0,14.591559,59
2022-04-29,2,16.774576,210
2019-12-27,2,31.03787,71
2020-04-10,0,35.641609,154
2020-12-06,2,51.203068,117
2019-08-26,0,235.17403,204
2022-02-02,0,19.14658,41
2022-05-02,1,123.45656,41
2021-07-03,2,19.500071,176
2022-02-08,1,7.8627205,210
2019-07-31,0,47.065796,68
2020-06-09,2,24.637306,67
2022-01-14,1,44.709225,105
2020-08-19,0,3.9152515,130
2021-09-02,0,29.683905,22
2021-01-23,1,19.50423,10
2022-04-16,1,45.606201,172
2019-07-08,1,25.605669,104
2020-12-25,2,36.166294,134
2022-01-05,2,83.815178,117
2019-08-12,1,73.114273,101
2021-07-29,1,312.159,165
2019-10-10,0,163.26782,143
2019-10-07,2,53.181236,81
2021-05-21,1,86.825684,102
2019-06-30,2,74.421219,231
2021-10-12,2,95.311508,65
2021-12-15,2,92.271072,231
2019-06-21,0,910.8017,5
2021-11-10,1,22.811649,70
2022-01-22,1,18.507181,78
2021-11-21,1,61.169258,154
2021-08-15,0,402.50131,136
2019-07-21,0,277.29578,200
2020-02-02,0,17.165096,77
2019-11-06,1,28.903505,24
2022-03-16,2,25.666178,95
2020-05-07,0,325.19485,48
2020-04-27,2,42.169479,85
2022-05-02,0,101.20377,117
2021-07-05,0,178.99632,107
2020-05-04,0,186.68439,64
2020-06-24,1,39.361267,78
2021-10-22,0,14.71879,220
2019-06-20,1,30.786253,32
2020-04-07,0,11.692393,59
2020-09-30,0,84.477722,193
2019-06-12,2,44.396332,159
2019-06-27,0,10.380218,85
2021-11-24,0,126.50434,202
2019-10-19,2,57.534199,63
2020-09-22,0,111.68438,152
2022-02-28,1,14.669616,143
2020-08-12,0,90.528099,64
2021-07-13,1,71.052612,121
2020-07-09,0,60.707569,151
2021-09-25,1,138.53749,58
2021-09-14,0,15.042579,71
2021-03-31,2,18.595789,102
2020-08-26,0,136.06323,91
2020-02-23,1,94.081268,83
2021-07-06,0,244.80101,168
2020-11-02,0,26.670246,169
2021-11-28,0,249.64418,210
2021-10-05,1,27.37817,56
2020-06-30,1,64.263588,150
2020-02-08,0,91.495712,43
2021-06-10,0,36.617489,188
2021-02-17,0,14.335045,14
2022-05-15,2,38.118111,165
2021-05-05,2,43.370087,208
2021-12-03,0,30.529966,96
2020-06-09,0,139.65195,231
2022-03-02,0,707.81055,168
2020-09-05,0,92.051384,161
2021-12-31,2,47.518726,32
2019-09-03,1,78.059975,187
2020-08-09,1,64.595879,95
2019-09-20,1,50.511459,236
2021-11-19,0,86.919289,95
2021-11-02,2,23.335543,221
2021-10-25,1,17.149616,28
2020-02-04,2,101.71333,175
2021-08-28,0,115.29362,201
2020-06-16,0,71.608757,190
2021-01-26,1,15.042978,25
2019-11-18,0,6.068893,87
2020-12-06,1,45.244293,161
2019-09-21,2,41.623592,162
2021-03-09,0,19.568205,165
2020-07-26,1,33.076946,217
2022-01-05,1,12.013984,145
2022-03-03,0,9.8086157,108
2020-12-15,2,80.785042,114
2020-09-21,2,98.81234,231
2019-09-15,2,49.933743,154
2021-08-30,0,1525.6189,76
2020-10-31,0,105.40964,205
2020-03-30,2,267.85779,230
2022-03-05,0,38.927937,92
2019-09-09,2,40.595787,105
2019-07-23,1,42.520824,50
2021-10-26,1,3.7975912,177
2020-04-01,2,53.698357,152
2019-09-22,0,21.672562,195
2021-02-26,2,62.004704,152
2019-09-10,0,16.553358,29
2019-08-11,1,28.486227,196
2020-12-16,1,149.53236,201
2019-08-25,0,45.789722,68
2020-08-20,2,148.74609,48
2020-09-17,0,23.096106,104
2021-12-27,2,26.643417,37
2019-12-01,2,11.779682,194
2022-01-09,1,34.171303,86
2020-06-24,2,40.181782,55
2020-02-13,1,68.679329,200
2022-05-19,1,17.523701,45
2021-01-26,0,37.609329,64
